Restaurant Name,Location,Operating Hours,Contact,Category,Item Name,Description,Price,Veg Status
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Hot and Sour Soup,,₹225,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Lemon Coriander Veg Clear Soup,,₹225,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Tom Yum Soup,,₹225,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Khow Suey,,₹245,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Tibetan Thupka,,₹245,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Starters,CHINESE NON VEG STARTERS,₹395,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Kung Pao Chicken,,₹395,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,7 Spices Chilli Chicken,,₹415,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Korean Spice Chicken,,₹415,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Crispy Garlic Chicken,,₹415,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Korean Spiced Chicken Wings,,₹415,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Drums of Heaven,,₹415,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Fish Salt and Pepper,,₹495,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chilli Bean Fish,,₹495,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chicken Shish Taouk,,₹425,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Hariyali Paneer Tikka,,₹415,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Achari Paneer Tikka,,₹415,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Palak Paneer ki Seekh,,₹415,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Malai Broccoli Hari Mirch [6 Pieces],,₹415,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Hara Bhara Kebab,,₹445,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Dahi ke Kebab,,₹445,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Tandoori Bharwan Mushroom [8 Pieces],,₹465,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Masala Soya Chaap [6 Pieces],,₹415,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Highway Chicken Tikka,,₹425,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Murgh Malai Cheese Tikka,,₹425,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Tandoori Chicken,,₹455,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Old Delhi Chicken Seekh Kebab,,₹425,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Lahori Mutton Seekh Kebab,,₹455,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Nimbu Ajwaini Fish Tikka,,₹505,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Honey Chilli Potato,,₹355,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Crispy Corn Salt and Pepper,,₹355,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Sichuan Tofu,,₹395,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Spicy Crisp Forest Mushoom,,₹395,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Crispy Vegetables Salt and Pepper,,₹355,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chilli Paneer Beijing Style,,₹395,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Main Course,CHINESE VEG MAIN COURSE,₹395,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Vegetable Red Thai Curry,,₹395,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Vegetable Green Thai Curry,,₹395,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Kung Pao Vegetables,,₹395,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Mapo Tofu,,₹405,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Stir Fry Asian Greens,,₹395,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chilli Paneer Gravy,,₹395,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chicken Thai Red Curry,,₹405,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chicken Thai Green Curry,,₹405,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,China Town Chilli Chicken Gravy,,₹415,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Shredded Chicken in Hot Basil Sauce,,₹415,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Kung Pao Chicken Gravy,,₹415,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Soy and Garlic Chicken,,₹415,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Cantonese Style Fish,,₹555,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Basil Prawns,,₹595,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Paneer Makhani,,₹445,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Paneer Lababdar,,₹445,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Paneer Tikka Masala,,₹445,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Paneer Taka Tak Bhurji,,₹405,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Jalandari Kadhai Paneer,,₹445,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Lehsun Palak Paneer,,₹405,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Sukka Mushroom Hara Pyaaza,,₹415,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Taka Tak Soya Chaap Lababdar,,₹415,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,English Mixed Vegetable,,₹395,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Local Special Dal Makhani,,₹415,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Ghee Dal Tadka,,₹395,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Makhaanwala Butter Chicken,,₹495,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Saag Chicken,,₹475,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chicken Rara,,₹475,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Dhaba Chicken Curry,,₹475,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Dhaniya Aur Hari Mirch ka Chicken,,₹475,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Railway Station Mutton Curry,,₹555,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Breads,Thin soft Indian flatbread expertly cooked for a light and airy texture.,₹45,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Classic Rumali Roti,,₹45,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Tandoori Roti,,₹45,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Butter Roti,,₹55,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Plain Naan,,₹55,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Butter Naan,,₹55,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Garlic Naan,,₹65,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Laccha Paratha,,₹65,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Mirchi Paratha,,₹65,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Pudina Paratha,,₹65,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Rice and Biryani,BIRYANI,₹445,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Subz Biryani,,₹445,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chicken Biryani,,₹495,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Mutton Biryani,,₹525,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Plain Steamed Rice,,₹145,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Jeera Rice,,₹155,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Matar Pulao,,₹155,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Subz Pulao,,₹295,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Fried Rice and Noodles,NOODLES,₹295,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Street Style Chowmein,,₹295,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Veg Hakka Noodles,,₹295,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chilli Garlic Noodles,,₹295,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Phad Thai Noodles,,₹345,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Pan Fried Noodles,,₹345,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Plain Sticky Fried Rice,,₹275,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Sticky Fried Rice,,₹325,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Classic Fried Rice,,₹295,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Schezwan Garlic Fried Rice,,₹295,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Korean Egg Fried Rice,,₹295,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Nasi Goreng,,₹395,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Pizza and Pasta,PASTA,₹395,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Spaghetti Aglio E Olio Peperoncino Pasta,,₹395,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Penne Cheese with Vegetables Pasta,,₹415,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Penne Tomato Basil and Parmesan Cheese Pasta,,₹415,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Margherita Pizza [12 inches],,₹425,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Garden Vegetable Pizza [12 inches],,₹425,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Mexican Salsa Pizza [12 inches],,₹425,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Local Super Greens Pizza [12 inches],,₹425,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chicken Tikka Masala Pizza [12 inches],,₹455,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chipotle Spicy Chicken Pizza [12 inches],,₹455,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Snacks and Chaat,FRESHLY BAKED SNACKS,₹75,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Laddi Pav [4 Pav],,₹75,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,French Baquette Bread,,₹125,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Pita Bread [2 Pieces],,₹75,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Falafel Hummus and Pita,,₹375,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Jalapenos Mushroom and Cheese Poppers,,₹375,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Vegetable and Cheese Quesadilla,,₹395,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Mexican Vegetable Burrito,,₹395,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Pulled Chicken Burrito,,₹415,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chipotle Chicken Quesadilla,,₹415,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Spicy Lotus Stem Chips,,₹395,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Vegetable Thai Spring Roll,,₹365,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chicken Spring Roll [6 Pieces],,₹395,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Masala Peanut Bhel,,₹195,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Paneer Kulcha,,₹95,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Aloo Pyaaz Kulcha,,₹95,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Vada Pav [2 Pieces],,₹195,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Makhanwali Pav Bhaji [2 Pav],,₹225,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Karol Bagh Wale Chole Bhature [2 Bhature],,₹225,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Anda Makhan Pav,,₹195,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Railways Bread Omelette,,₹195,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Keema Kulcha,,₹225,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Rolls,Spicy and flowers paneer cooked with bell pepper onion tomato and aromatic spice ... read more,₹295,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Paneer Khurchan Rumali Roll [2 Pieces],,₹295,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chicken Tikka Rumali Roll [2 Pieces],,₹295,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chicken Seekh Kebab Rumali Roll [2 Pieces],,₹295,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Mutton Seekh Kebab Rumali Roll [2 Pieces],,₹375,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Dimsums,A type of dumpling that are often made with translucent wrapper and vegetable ... read more,₹395,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Five Vegetable Crystal Dimsums,,₹395,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Crystal Chinese Vegetable Pan Fried Dimsums,,₹395,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Mushroom and Chicken Gyoza Pan Fried,,₹405,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chicken Dimsums with Ginger and Spring Onion,,₹405,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Accompaniments,Plain dahi fermented in house.,₹95,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Plain Curd,,₹95,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Boondi Jeera Raita,,₹125,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Mixed Vegetable Raita,,₹125,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Pineapple Raita,,₹125,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Cake,"An egg-based, moist chocolate cake layered with rich cocoa flavors, perfect for chocolate ... read more",₹695,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chocolate Cake,,₹695,Unknown
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Desserts,Soft melt in your mouth fried dumpling. .,₹125,Veg
Local,"Connaught Place, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Gulab Jamun [2 Pieces],,₹125,Unknown
