Restaurant Name,Location,Operating Hours,Contact,Category,Item Name,Description,Price,Veg Status
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Kulche Di Kahaniya - (Ambarsari Kulcha),"Butter Chicken Kulcha With White Butter, Dal Makhani & Tomato Murabba",Moreish and crunchy kulcha with butter chicken stuffing. An unending affair of oofy ... read more,₹415,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Kulche Di Kahaniya - (Ambarsari Kulcha),"Butter Chicken Kulcha With White Butter, Dal Makhani & Tomato Murabba",,₹415,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Kulche Di Kahaniya - (Ambarsari Kulcha),"Mutton Achaari Kulcha With White Butter, Dal Makhani & Tomato Murabba","Achaar being the prominent part of our food, its slightly sweet and tangy taste ... read more",₹425,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Kulche Di Kahaniya - (Ambarsari Kulcha),"Mutton Achaari Kulcha With White Butter, Dal Makhani & Tomato Murabba",,₹425,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Masala Papad,VEG KEBAB,₹195,Veg
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Masala Papad,"Crisp And Light Poppadom Topped Generously with Spicy Tomato, And Onion Mix with ... read more",₹195,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Masala Papad,,₹195,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Tandoori Bharwan Aloo,"Potatoes stuffed with cottage cheese, nuts & raisins infused with saffron, cooked in ... read more",₹365,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Tandoori Bharwan Aloo,,₹365,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Bhutteyan De Kebab,Deep fried corn kebabs with redolent flavor of fennel and mild heat from chili,₹375,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Bhutteyan De Kebab,,₹375,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Beetroot Kebab,Deep fried beetroot kebab stuffed with hung curd and cream cheese filling,₹375,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Beetroot Kebab,,₹375,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Hara Bhara Kebab,Pan Seared Medium Spiced Roasted Green Peas Kebabs Filled with Cream Cheese Stuffing,₹385,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Hara Bhara Kebab,,₹385,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Dahi Papdi Chaat,Potato And Sweet Curd Topped Flaky Papdi with A Smatter of Mint and ... read more,₹395,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Dahi Papdi Chaat,,₹395,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Kham Khatai Veg Galouti,Pan Seared Yam Galouti Seasoned with Inhouse Spice Blend Served on Ulta Tawa ... read more,₹425,Veg
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Kham Khatai Veg Galouti,,₹425,Veg
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Paneer Tikka Multani,Soft pillowy paneer tikkas with mint base stuffing in mildly spiced yellow marination and ... read more,₹475,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Paneer Tikka Multani,,₹475,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Paneer Cigar Roll,Paneer sheets rolled in with tomato chutney stuffing with yoghurt marinade and cooked in ... read more,₹475,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Paneer Cigar Roll,,₹475,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Veg Kurkuri,"Cheese filling of bell pepper, nuts, and olives, rolled in wonton sheets, coated ... read more",₹595,Veg
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Veg Kurkuri,,₹595,Veg
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Achaari Paneer Tikka,Paneer Marinated in Yoghurt-based Pickle Marinade and Cooked in Tandoor,₹475,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Achaari Paneer Tikka,,₹475,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Dahi De Kebab,Deep-Fried Hung Curd Kebab With Mild Flavour of Black Pepper & Shahi Jeera,₹495,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Dahi De Kebab,,₹495,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Tandoori Chatpate Aloo,Baby potatoes coated in piquant mix of tangy n spicy yoghurt marination and ... read more,₹625,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Tandoori Chatpate Aloo,,₹625,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Malai Broccoli,Tandoori Broccoli in Creamy Marinade,₹675,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Malai Broccoli,,₹675,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Kasundi Broccoli,Tandoori Broccoli in Kasundi Marinade,₹675,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Kasundi Broccoli,,₹675,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Khumb Peshawari,Spicy mushroom and cottage cheese stuffed in button mushrooms and shashlik lightly coated ... read more,₹635,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Khumb Peshawari,,₹635,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Veg Kebab Platter,Assortment of Punjab Grill's signature kebabs on one platter,₹730,Veg
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Veg Kebab Platter,,₹730,Veg
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Chicken Kebab Platter,NON-VEG KEBAB,₹520,Veg
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Chicken Kebab Platter,"Boneless platter of tender and succulent Punjab grill's signature classic, malai & Bhatti ... read more",₹520,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Chicken Kebab Platter,,₹520,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Raunaqeen Seekhan Chicken,Medium spicy classic chicken seekh tossed in cream & cheese,₹525,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Raunaqeen Seekhan Chicken,,₹525,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Chicken Malai Tikka,"Soft and succulent boneless chicken tikka in cashew and cream marinade, cooked in tandoor",₹545,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Chicken Malai Tikka,,₹545,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Gilafi Chicken Seekh,Medium spicy and juicy chicken seekh kebab coated with bell peppers and onions,₹525,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Gilafi Chicken Seekh,,₹525,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Chicken Tikka Punjab Grill,"Soft and succulent spicy boneless chicken tikka in red chili marinade, cooked in tandoor.",₹545,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Chicken Tikka Punjab Grill,BESTSELLER,₹545,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Tandoori Chicken,Tandoori chicken in classic red chili marinade,₹545,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Tandoori Chicken,,₹545,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Bhatti Da Murgh,"Whole chicken legs marinated with spicy in-house Bhatti masala with redolent flavor of anardana, cooked ... read more",₹545,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Bhatti Da Murgh,,₹545,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Raunaqeen Seekh Mutton,Medium spicy classic mutton seekh tossed in cream & cheese,₹595,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Raunaqeen Seekh Mutton,,₹595,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Khaam Khatai (Mutton Galouti),Melt in mouth aromatic and smoky mutton galouti seasoned with in house spice ... read more,₹595,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Khaam Khatai (Mutton Galouti),,₹595,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Mahi Tikka,River sole chunks with garlicky egg marinade seasoned with mustard roasted in tandoor.,₹645,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Mahi Tikka,,₹645,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Ambarsari Macchi,Deep fried crispy red chili seasoned river sole fillets with zing of lemon,₹645,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Ambarsari Macchi,,₹645,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Non Veg Kebab Platter,Assortment of signature kebabs of Punjab Grill on one platter,₹940,Veg
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Non Veg Kebab Platter,,₹940,Veg
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Raan-E-Sikandari,Baby lamb legs braised in house spice blend and chargrilled in tandoor,₹1735,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Raan-E-Sikandari,,₹1735,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Salmon Tikka,"Norwegian salmon in dill, fennel & honey marinade that enhances the taste and ... read more",₹995,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Salmon Tikka,,₹995,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Tawa Tiger Prawn,Pan seared tiger prawns marinated in garlic-lemon mayonnaise based marinade,₹1045,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Tawa Tiger Prawn,,₹1045,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Chaamp Tajdar (New Zealand),"When it comes to best and most delicious cut of meat, the key ... read more",₹1695,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Chaamp Tajdar (New Zealand),,₹1695,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Bihari Dabba Chicken,Chicken is marinated along with green herbs and cooked sealed dabbas in tandoor,₹885,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Bihari Dabba Chicken,,₹885,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Black Garlic Prawns,"Our black garlic marinated jumbo prawns, seasoned with lemon and fresh herbs, is ... read more",₹1805,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Kebab,Black Garlic Prawns,,₹1805,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Aloo Gobhi Ki Sabji,VEG CURRIES,₹425,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Aloo Gobhi Ki Sabji,Homely preparation of potatoes and cauliflower semi dry spicy curry,₹425,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Aloo Gobhi Ki Sabji,,₹425,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Pindi Chana Masala,"Chickpeas tossed in onions, tomato gravy along carom and in-house chana masala, a ... read more",₹425,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Pindi Chana Masala,,₹425,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Dal Tadka,"Our very own humble and homely trio of moong, masoor and toor dal ... read more",₹465,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Dal Tadka,BESTSELLER,₹465,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Kesar Malai Kofta,Soft paneer koftas with nuts stuffing cooked in fragrant n rich cashew and ... read more,₹475,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Kesar Malai Kofta,,₹475,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Paneer Lababdar,"Paneer cooked in cheesy onion and tomato gravy, absolutely oofy and robust",₹475,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Paneer Lababdar,BESTSELLER,₹475,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Palak Chironji & Mushroom Tadka,Spinach and sweet corn pearls curry medium spicy and sapid with chirongi and ... read more,₹475,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Palak Chironji & Mushroom Tadka,,₹475,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Kadhai Paneer,Paneer simmered in onion and bell peppers kadhai masala tempered by whole coriander,₹475,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Kadhai Paneer,BESTSELLER,₹475,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Paneer Makhani,"Paneer cubes cooked in smooth, silky, and buttery Makhni gravy, Punjab Grill's signature",₹475,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Paneer Makhani,,₹475,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Palak Paneer,Paneer cubes tossed in rustic spinach gravy with the garlicky onion and tomato ... read more,₹475,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Palak Paneer,,₹475,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Dal Makhani,"Silky, rich, and buttery slow cooked black lentils with mellow smokiness, a Punjab ... read more",₹495,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Dal Makhani,BESTSELLER,₹495,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Chicken Changezi,NON-VEG CURRIES,₹575,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Chicken Changezi,"Old Delhi style hot, spicy, and fragrant thick chicken on bone curry an ... read more",₹575,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Chicken Changezi,BESTSELLER,₹575,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Dhaniya Mirchi Da Kukkad,Chicken on bone curry cooked with chef's special Himalayan spice blend with redolence ... read more,₹575,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Dhaniya Mirchi Da Kukkad,,₹575,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Kadhai Chicken (Boneless),Tender chicken tikka simmered in onion and bell peppers kadhai masala tempered by ... read more,₹575,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Kadhai Chicken (Boneless),BESTSELLER,₹575,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Chicken Lababdar (Boneless),"Tender chicken tikka simmered in cheesy onion and tomato gravy, absolutely oofy and ... read more",₹575,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Chicken Lababdar (Boneless),,₹575,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Butter Chicken (Boneless),"World's Favourite butter chicken Soft and tender chicken tikka simmered in smooth, silky, ... read more",₹575,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Butter Chicken (Boneless),BESTSELLER,₹575,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Kulhad Meat Curry - 4 Pcs,Slow cooked mutton on bone oozing with flavors aroma of whole spices served ... read more,₹945,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Kulhad Meat Curry - 4 Pcs,,₹945,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Laal Maans - 4 Pcs,Quintessential fiery and feisty mutton on bone curry cooked with red chillies,₹945,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Royal Curries,Laal Maans - 4 Pcs,,₹945,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Biryani,Veg Dum Biryani Served Raita & Salad,Aromatic basmati rice and vegetables cooked on dum with our inhouse blend of ... read more,₹445,Veg
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Biryani,Veg Dum Biryani Served Raita & Salad,,₹445,Veg
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Biryani,Chicken Dum Biryani Served Raita & Salad,Chicken on bone cooked with aromatic basmati rice on dum with our in-house ... read more,₹465,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Biryani,Chicken Dum Biryani Served Raita & Salad,,₹465,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Biryani,Mutton Dum Biryani Served Raita & Salad,Mutton on bone cooked with aromatic basmati rice on dum with our in-house ... read more,₹589,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Biryani,Mutton Dum Biryani Served Raita & Salad,,₹589,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Biryani,Peas Pulao,,₹445,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Bread & Rice,Plain Naan,Simple leavened flatbread.,₹79,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Bread & Rice,Plain Naan,,₹79,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Bread & Rice,Jeera Rice,Rice tossed in tempering of jeera in desi ghee,₹445,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Bread & Rice,Jeera Rice,,₹445,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Bread & Rice,Roomali Roti,,₹69,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Bread & Rice,Steamed Rice,Plain Steamed Rice,₹395,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Bread & Rice,Steamed Rice,,₹395,Unknown
Punjab Grill,"Janpath, New Delhi",12:00 PM to 11:30 PM (Mon-Sun),+91 11 33106243,Bread & Rice,Tandoori Roti,A tandoor-baked flatbread.,₹69,Unknown
