Restaurant Name,Location,Operating Hours,Contact,Category,Item Name,Description,Price,Veg Status
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Dahi K Sholey,,₹399,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Malai Paneer Tikka,,₹399,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Stuffed Mushrooms,,₹399,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Thai Style Spring Roll,,₹399,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Veg Manchurian Dry,,₹399,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Veg Manchurian Gravy,,₹399,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Veg Taco,,₹399,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chicken 65,,₹449,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chicken Lollipop,,₹449,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chicken Seekh,,₹399,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chicken Strips,,₹399,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chicken Tikka,,₹449,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chilli Chicken,,₹449,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chilli Wings,,₹449,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Fish N Chips,,₹499,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Fish Tikka,,₹549,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Grilled Chicken,BESTSELLER,₹499,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Grilled Fish,,₹549,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Malai Chicken Tikka,,₹449,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Mutton Keema Pao,,₹399,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Mutton Seekh,,₹449,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Non Veg Taco,,₹449,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Tandoori Chicken,,₹299,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Dimsum,Filling of minced chicken with spices and herbs served with Chinese mayo and ... read more,₹329,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Classic Chicken Dimsum,,₹329,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Classic Vegetable Dimsum,,₹299,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Pakchoy Black Mushroom Dimsum,,₹299,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Burgers,"Cottage cheese patty tossed in BBQ sauce, topped with lettuce, cheese slice, cheese ... read more",₹299,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Bbq & Cottage Cheese Burger,,₹299,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chicken & Cheese Burger,,₹299,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Harissa Potato Burger,,₹249,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Lamb Burger,,₹349,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Mushroom & Spinach Burger,,₹299,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Pasta,"Spaghetti tossed in a pan and drizzled with extra virgin olive oil, topped ... read more",₹399,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Non-Veg Aglio Olio Pasta,,₹399,Non-Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Non-Veg Alfredo Pasta,,₹399,Non-Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Non-Veg Arrabiata Pasta,,₹399,Non-Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Non-Veg Basil Pesto Pasta,,₹399,Non-Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Non-Veg Mixed Sauce Pasta,,₹399,Non-Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Pollo Italian Lasagne,,₹449,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Veg Aglio Olio Pasta,,₹349,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Veg Alfredo Pasta,,₹349,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Veg Arrabiata Pasta,,₹349,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Veg Basil Pesto Pasta,,₹349,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Veg Mixed Sauce Pasta,,₹349,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Verdure Italian Lasagne,BESTSELLER,₹399,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Pizza,"A spicy roasted tomato base with four cheeses, spices, oregano, & basil",₹349,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,4 Cheese Margherita Pizza,,₹349,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Barbeque Chicken Pizza,,₹399,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chicken Pepperoni Pizza,,₹399,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Farmhouse Pizza,,₹349,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Non Veg Makhani Pizza,,₹399,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Roasted Peri Peri Chicken Pizza,,₹399,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Roasted Peri Peri Paneer Pizza,,₹349,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,The Italian Veggie Love Pizza,,₹349,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Veg Makhani Pizza,,₹349,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Platters,10 Assorted momo pieces,₹349,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Non-Veg Dimsum Platter,,₹349,Non-Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Non-Veg Mezze Platter,,₹749,Non-Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Non-Veg Sharing Platter,,₹999,Non-Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Non-Veg Xero Courtyard Platter,,₹2299,Non-Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Veg Dimsum Platter,,₹299,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Veg Mezze Platter,,₹649,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Veg Sharing Platter,,₹899,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Veg Xero Courtyard Platter,,₹1999,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Mains,VEG MAINS,₹449,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Jd Infused Dal Makhani,,₹449,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Kadhai Paneer,,₹399,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Mix Vegetable,,₹399,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Mushroom Do Pyaaza,,₹399,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Paneer Lababdar,,₹399,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Paneer Makhani,,₹399,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Shahi Dal Makhani,,₹319,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Butter Chicken,,₹469,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chicken Rara,,₹469,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Kadhai Chicken,,₹469,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Mutton Rogan Josh,,₹499,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Rice & Noodles,"Non-Veg Chilli Garlic Noodles

Non-Veg Fried Rice
₹279
Prawbs Fried Rice
₹299
Prawns Chilli Garlic Noodles
₹299
Veg Chilli Garlic Noodles
₹249
Veg Fried Rice
₹249",₹279,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Non-Veg Chilli Garlic Noodles,,₹279,Non-Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Non-Veg Fried Rice,,₹279,Non-Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Prawbs Fried Rice,,₹299,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Prawns Chilli Garlic Noodles,,₹299,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Veg Chilli Garlic Noodles,,₹249,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Veg Fried Rice,,₹249,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Biryani,"Hyderabadi dum biryani, cooked in whole spices along with chicken chunks served with ... read more",₹449,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Hyderabadi Chicken Dum Biryani,,₹449,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Lucknowi Gosht Dum Biryani,,₹529,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Vegetable Dum Biryani,,₹399,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Breads,"Butter Naan

Butter Roti
₹49
Cheese Stuffed Keema Naan With Gravy
₹189
Chicken Stuffed Keema Naan With Gravy
₹189
Garlic Naan
₹99
Laccha Paratha
₹99
Mutton Stuffed Keema Naan With Gravy
₹219
Plain Naan
₹79
Tandoori Roti
₹39",₹99,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Butter Naan,,₹99,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Butter Roti,,₹49,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Cheese Stuffed Keema Naan With Gravy,,₹189,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chicken Stuffed Keema Naan With Gravy,,₹189,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Garlic Naan,,₹99,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Laccha Paratha,,₹99,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Mutton Stuffed Keema Naan With Gravy,,₹219,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Plain Naan,,₹79,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Tandoori Roti,,₹39,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Sides,"Boondi Raita

Classic Green Salad
₹199
Jeera Rice
₹199
Mixed Veg Raita
₹149
Steamed Rice
₹199",₹149,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Boondi Raita,,₹149,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Classic Green Salad,,₹199,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Jeera Rice,,₹199,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Mixed Veg Raita,,₹149,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Steamed Rice,,₹199,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Desserts,"Chocolate Brownie With Ice Cream

Gulab Jamun With Ice Cream [1 Pc]
₹149
New York Cheesecake
₹449
Waffle Tray
₹399",₹159,Veg
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Chocolate Brownie With Ice Cream,,₹159,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Gulab Jamun With Ice Cream [1 Pc],,₹149,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,New York Cheesecake,,₹449,Unknown
Xero Courtyard,"Janpath, New Delhi",12:00 PM to 1:00 AM (Mon-Sun),+91 11 33106243,All Items,Waffle Tray,,₹399,Unknown
